block name,point 1,point 2,point 3,point 4,point 5,point 6
5712A,"3066.371116187436, -229.2127419841562","3066.3711161878355, -190.971911865121","2786.128237064507, -190.971911865121","2786.128237064108, -229.2127419841562","3066.371116187436, -229.2127419841562"
5732A,"3589.3544036566545, -229.21274197776495","3589.3544036563485, -192.95881081783773","3811.1582319768677, -192.95881081783773","3811.158231977235, -229.212741975531","3589.3544036566545, -229.21274197739376"
5712C,"3329.3945207562265, -190.9719118861634","3546.2469857011856, -190.97191188616353","3546.246985701571, -229.21274198827166","3329.85704341008, -229.2127419904558","3329.85704341008, -190.9719118861634"
5721B,"3941.82234142371, -29.337695745541623","3977.7903028149117, -29.337695744429993","3977.7903028149117, -234.9474025608738","3941.8223414338026, -234.9474025608738","3941.82234142371, -29.337695745541623"
5721A,"3977.7903028149117, -29.337695744429993","3977.7903028062447, 99.16032031713416","3941.8223414176623, 99.16032031713416","3941.8223414176623, -29.337695746653367","3977.7903028149117, -29.337695744429993"
5703C,"3836.8990290615466, 191.4160214495505","3977.7903028047103, 191.4160214495505","3977.7903028047103, 164.61600509560526","3836.8990290615466, 164.61600509560526"
5703B,"3705.4959005625046, 192.94758939078815","3705.495900583437, 167.67914100285418","3836.899029011252, 167.67914100946643","3836.8990290615475, 194.47915736341133","3705.4959005625046, 194.4791573477188"
5703A,"3534.181803330272, 177.01933796813728","3705.4959005625033, 177.01933796813728","3705.4959005625033, 150.21932164959128","3534.181803330272, 150.21932164959128"
5702A,"3417.039793645863, 191.41602144199305","3508.717927564299, 191.41602141963756","3508.717927564299, 164.61600509719506","3417.0397936464415, 164.61600511955066","3417.039793645863, 191.41602144199305"
5717A,"3458.253082712968, 35.93139232451074","3417.039793609794, 35.93139232263104","3417.039793646442, 164.61600511955066","3458.2530827044634, 164.61600510650794","3458.253082712968, 35.93139232451074"
5717B,"3417.039793600527, -190.97191185609586","3458.2530827103324, -190.97191185609586","3458.2530827103324, 35.93139232357089","3417.039793600527, 35.93139232357089"
5701C,"3276.4460773156716, 163.3134188440422","3343.6052057842844, 163.3134188440422","3343.6052057842844, 192.65531630851217","3276.4460773156716, 192.65531630851217"
5719A,"3680.0555113090327, 72.40666133367756","3677.1029621531006, -285.1681545759061","3718.316251239522, -285.1681545810285","3721.268800404121, 72.40666133367733","3680.0555113075907, 72.40666133496632"
5701B,"3276.4460773131427, 163.3134188440946","3134.1184496879287, 163.3134188343496","3134.118449697289, 191.36243553586553","3276.4460773092655, 191.94053582820743"
5701A,"3025.299445331775, 190.29909536368177","3134.1184496961164, 190.29909536368177","3134.1184496961164, 162.2500786621656","3025.299445331775, 162.2500786621656"
5713A,"3039.127155160345, 70.42391631308385","3039.1271551216146, -282.7980742181245","3083.689009410189, -282.7980742184732","3083.6890093890793, 70.42391630751342","3039.127155160345, 70.42391631308385"
5723B,"4051.224890667735, -182.76187120200768","4051.2248906710956, 38.6407434243614","4088.191962076044, 38.64074342426318","4088.1919620780873, -182.76187120276893","4051.224890666918, -182.76187120200768"
5723A,"4051.2248906710956, 38.64074342469303","4051.2248906743016, 132.89180316528063","4088.191962076458, 132.8918031651824","4088.191962076044, 38.64074342393155","4051.2248906710956, 38.64074342469303"
5704A,"4338.8233215510645, 191.4755072393349","4338.823321551196, 160.1946650529386","4174.361588091857, 160.1946650529386","4174.361588087445, 191.35903833851228","4338.8233215510645, 191.35903833208806"
5727A,"4313.741053318747, -189.99767294581977","4313.741053307626, 160.4276028716937","4355.4538974470015, 160.42760286284613","4355.453897450926, -189.99767293869058","4313.741053318693, -189.99767293869058","4313.74105331845, -189.99767294581977"
5704B,"4338.823321552085, 191.35903833699683","4496.802501955217, 191.3590383212636","4496.80250195535, 160.19466504952288","4338.823321550175, 160.19466504190132","4338.823321552085, 191.475507255068"
5729A,"4355.453897448161, 57.019707849195015","4468.424703573898, 57.019707849195015","4468.4218578360615, 37.801320415126156","4355.45389746016, 37.801320430381566","4355.45389746016, 57.019707849195015"
5729B,"4468.424703573898, 57.01970785081858","4575.99949440473, 57.019707852286274","4575.99949440473, 37.78683848301182","4468.4218578360615, 37.80132041657396","4468.424703573898, 57.01970785081858"
5705A,"4576.007438453114, 18.588364197201486","4612.97496930905, 18.558364197201513","4612.9740504717665, -133.39739006820935","4576.0065196161995, -133.39739006828358","4576.007438453114, 18.588364197201486"
5705B,"4576.007438483184, -210.56640325181058","4576.007438483184, -327.92158727326193","4612.974509895802, -327.92158727238325","4612.9745098955655, -210.5664032439397","4576.007438483184, -210.56640325181058"
5725B,"4328.402063728743, -234.70784719577568","4328.40206371178, -195.49277816642336","4576.007438493892, -195.49277816597782","4576.007438472938, -234.70784719355447"
5725A,"4051.224890666495, -189.99767294857463","4328.402063728376, -189.99767294141748","4328.40206372877, -229.2127419709177","4051.224890668973, -229.2127419731894","4051.224890666495, -189.99767294857463"
5705C,"4576.007438481964, -327.92158727326205","4576.007438481965, -497.5222449047963","4612.974509916799, -497.5222449039175","4612.974509912767, -327.92158727238314","4576.007438500149, -327.92158727326205"
5705D,"4612.974509916798, -488.6784944820093","4612.974509916799, -622.7354366409206","4575.882549744709, -622.7354366404013","4575.882549741627, -488.67849448289087","4612.974509916798, -488.6784944820093"
5705E,"4612.974509916799, -622.7354366409206","4612.974509916799, -750.0411136599803","4575.882549751007, -750.0411136574131","4575.882549744709, -622.7354366404013","4612.97450991988, -622.7354366395195"
5705F,"4575.8825497510115, -750.0411136599798","4575.730492901281, -889.2827072375514","4612.974509924952, -889.3486633391174","4612.9745099309, -750.0411136625469","4575.882551201337, -750.0411136625469"
5706D,"4575.730492901283, -782.4256335507584","4462.267020079506, -782.4256335507584","4462.267020079506, -751.9018835150007","4575.730492901283, -751.9018835150007"
5706C,"4462.267020079506, -583.6557511753622","4326.3768437955605, -583.6557511753622","4326.3768437955605, -553.3771905462529","4462.267020079506, -553.3771905462529"
5731A,"4576.00716894299, -356.7241606616431","4489.351011949328, -356.7241606616431","4489.363414820973, -393.1121594527879","4576.00716894299, -393.1121594527879","4576.007438481964, -356.72416066363974"
5726A,"4231.458047269125, -356.71880198120897","4442.97434078085, -356.71880198120897","4442.97434078085, -393.12192865497246","4231.458047269125, -393.12192865497246"
5728A,"4308.2459480919315, -752.4177908244502","4354.205009892781, -752.4177908262424","4354.205009892782, -646.2957215615146","4308.24594809607, -646.2957215615161","4308.2459480919315, -752.4177908244502"
5728B,"4308.245948091931, -752.4177908253473","4308.09110872155, -867.5266373166364","4354.205009889121, -867.5266373166364","4354.20500989253, -752.4177908271395","4308.246092226019, -752.336401350823"
5706B,"4326.376843795561, -517.4264185145623","4198.45674020559, -517.4264185145623","4198.45674020559, -547.3581179425582","4326.376843795561, -547.3581179425582"
5706A,"4198.45674020559, -455.38234284434316","4049.453750526266, -455.38234284434316","4049.453750526266, -485.0501701901553","4198.45674020559, -485.0501701901553"
5724A,"4049.4537505211433, 877.6201716582038","4088.4417396017634, 877.6201716582038","4088.4417396017634, 518.9957351428166","4049.4537505211433, 518.9957351428166"
5718C,"3969.094435417846, -356.71846579398994","4175.148425907109, -356.71846579398994","4175.148425907109, -393.29911840983164","3969.0944354178455, -393.29911840983164"
5718B,"3969.0941646129163, -393.27736956649443","3704.5272318867305, -393.44242290417384","3704.5275039287862, -356.71650605171345","3969.094435417846, -356.71846579398994","3969.0941646129163, -393.27736956649443"
